method,ee_linear_speed_m_s,avg_force_z_error,var_force_z_error,avg_position_error,var_position_error
PD,0.5654866776461628,1.3506395883667102,0.310663942654791,0.004505929033538391,3.96746673660907e-06
PD,0.5969026041820608,1.358081430600284,0.3203111723804658,0.004557712892584799,4.761097964588977e-06
PD,0.6283185307179586,1.3550353029011089,0.334103325933351,0.004646449790544342,5.665867250456853e-06
PD,0.6597344572538567,1.360643682001831,0.3469403908247812,0.004710210176269907,6.6722243043246155e-06
PD,0.6911503837897546,1.3564714482440359,0.3657474973549809,0.00481449064804292,7.826622420446146e-06
PD,0.7225663103256524,1.3615282487895588,0.38191457455706257,0.004892517398568434,9.091565214147034e-06
PD,0.7539822368615504,1.3578326943593781,0.40725046371703244,0.005014549796091848,1.0544191323222738e-05
PD,0.7853981633974484,1.3642736381786014,0.42818633758043667,0.0051083370371160265,1.2101760475681749e-05
PD,0.8168140899333465,1.36404066457232,0.46196863100135815,0.0052504175636633975,1.3893432605257688e-05
PD,0.8482300164692442,1.3757957194924046,0.4884445140196624,0.005363515724008951,1.5827150674143738e-05
PD,0.8796459430051421,1.3817031962660242,0.5325227233078533,0.005527994031832663,1.797941287787996e-05
PD,0.9110618695410401,1.3959214133825832,0.566274629047928,0.005659960020265894,2.0221702794987938e-05
PD,0.9424777960769379,1.4044261280268306,0.6233742183571898,0.005842859239545319,2.2503384331820175e-05
PD,0.9738937226128359,1.4182722996039219,0.6651416128581777,0.005988707620086789,2.4737766673537305e-05
PD,1.0053096491487339,1.4275711582020207,0.734965909679713,0.006181513031668076,2.666465649569459e-05
PD,1.0367255756846319,1.440709155444493,0.7844377109775289,0.006333145285850548,2.8285972638357463e-05
PD,1.0681415022205298,1.4534376963021531,0.8733457032976262,0.006585895802780048,3.0440651428427934e-05
PD,1.0995574287564276,1.4708562348084748,0.939968366061511,0.006928881046377872,3.519504649122384e-05
PD,1.1309733552923256,1.4915031648360613,1.0520898740381122,0.0075193800431614735,4.753683586119874e-05
PD,1.1623892818282238,1.5126374920391392,1.1285070741717567,0.00816092994417729,7.105302208238154e-05
PD,1.1938052083641215,8.0,0.0,0.4254563049359523,0.014818252584720635
PD,1.2252211349000195,8.0,0.0,0.31742441303367136,0.00610100947311939
PD,1.2566370614359172,8.0,0.0,0.4634712717320768,0.013081655698003881
PD,1.2880529879718152,8.0,0.0,0.304558772029197,0.005199127053033383
PD,1.3194689145077134,7.928081348002202,1.07245193383918,0.31498470803392115,0.009123528238017682
PD,1.3508848410436112,7.834991030937209,1.4927649949716695,0.43690382029274055,0.026407035648285584
PD,1.3823007675795091,7.9924667431575225,0.02137901442236503,0.35001703131478823,0.02878427003988137
