multiplier,angular_speed_rad_s,ee_linear_speed_m_s,avg_force_z_error,var_force_z_error,avg_position_error,var_position_error
0.1,0.3141592653589793,0.031415926535897934,0.038161,0.123391,0.003537,0.000000
0.2,0.6283185307179586,0.06283185307179587,0.041684,0.123315,0.003547,0.000000
0.3,0.9424777960769379,0.0942477796076938,0.047221,0.123292,0.003564,0.000000
0.4,1.2566370614359172,0.12566370614359174,0.058347,0.123605,0.003587,0.000000
0.5,1.5707963267948966,0.15707963267948966,0.069617,0.124281,0.003616,0.000000
0.6,1.8849555921538759,0.1884955592153876,0.086718,0.126199,0.003651,0.000001
0.7,2.199114857512855,0.21991148575128552,0.101742,0.128792,0.003692,0.000001
0.8,2.5132741228718345,0.25132741228718347,0.123890,0.134119,0.003741,0.000001
0.9,2.827433388230814,0.2827433388230814,0.141182,0.140210,0.003791,0.000001
1.0,3.141592653589793,0.3141592653589793,0.168616,0.151216,0.003855,0.000002
1.1,3.4557519189487724,0.3455751918948773,0.188804,0.162736,0.003914,0.000002
1.2,3.7699111843077517,0.3769911184307752,0.223109,0.182167,0.003991,0.000003
1.3,4.084070449666732,0.4084070449666731,0.248049,0.201483,0.004057,0.000004
1.4,4.39822971502571,0.43982297150257105,0.289744,0.232687,0.004148,0.000005
1.5,4.71238898038469,0.47123889803846897,0.319743,0.262782,0.004221,0.000006
1.6,5.026548245743669,0.5026548245743669,0.369960,0.309838,0.004326,0.000007
1.7,5.340707511102649,0.5340707511102648,0.408797,0.354431,0.004407,0.000008
1.8,5.654866776461628,0.5654866776461628,0.468599,0.422343,0.004528,0.000009
1.9,5.969026041820607,0.5969026041820608,0.514095,0.486069,0.004620,0.000011
2.0,6.283185307179586,0.6283185307179586,0.581003,0.580923,0.004759,0.000012
2.1,6.597344572538566,0.6597344572538566,0.632996,0.669349,0.004863,0.000014
2.2,6.911503837897545,0.6911503837897546,0.707193,0.798106,0.005023,0.000015
2.3,7.225663103256524,0.7225663103256524,0.766020,0.917566,0.005141,0.000017
2.4,7.5398223686155035,0.7539822368615504,0.847911,1.088858,0.005323,0.000019
2.5,7.853981633974484,0.7853981633974483,0.914012,1.247520,0.005456,0.000021
2.6,8.168140899333464,0.8168140899333463,1.004164,1.471951,0.005662,0.000023
2.7,8.482300164692441,0.8482300164692442,1.078025,1.679689,0.005813,0.000026
2.8,8.79645943005142,0.8796459430051421,1.177070,1.970055,0.006043,0.000028
2.9,9.1106186954104,0.9110618695410401,1.259251,2.238784,0.006214,0.000030
3.0,9.42477796076938,0.9424777960769379,1.367923,2.610527,0.006469,0.000033
3.1,9.738937226128359,0.9738937226128359,1.459091,2.954730,0.006660,0.000035
3.2,10.053096491487338,1.0053096491487339,1.578334,3.426416,0.006940,0.000038
3.3,10.367255756846319,1.0367255756846319,1.679334,3.863261,0.007153,0.000041
3.4,10.681415022205298,1.0681415022205296,1.809950,4.456397,0.007457,0.000044
3.5,10.995574287564276,1.0995574287564276,1.985727,5.167227,0.007526,0.000046
3.6,11.309733552923255,1.1309733552923256,2.182155,6.116364,0.007848,0.000048
3.7,11.623892818282236,1.1623892818282235,2.459226,7.548771,0.008368,0.000050
3.8,11.938052083641214,1.1938052083641215,2.644393,8.631214,0.008578,0.000052
3.9,12.252211349000193,1.2252211349000195,2.903859,10.378943,0.009118,0.000054
4.0,12.566370614359172,1.2566370614359172,2.926052,10.588292,0.009750,0.000055
4.1,12.880529879718152,1.2880529879718152,3.140373,12.258255,0.010316,0.000055
4.2,13.194689145077133,1.3194689145077132,3.301373,13.482123,0.011044,0.000059
4.3,13.50884841043611,1.3508848410436112,3.588851,16.418961,0.010637,0.000078
4.4,13.82300767579509,1.3823007675795091,4.116962,24.249641,0.011513,0.000129
4.5,14.13716694115407,1.413716694115407,5.339618,45.107399,0.023172,0.001243
4.6,14.451326206513048,1.4451326206513049,8.414608,119.894785,0.072262,0.004241
4.7,14.76548547187203,1.4765485471872029,8.566524,90.945439,0.109114,0.007514
4.8,15.079644737231007,1.5079644737231008,8.099631,13.276080,0.441610,0.019119
4.9,15.393804002589986,1.5393804002589988,16.703149,56769.990313,0.438620,0.026899
5.0,15.707963267948967,1.5707963267948966,8.401445,51.839870,0.445069,0.023404
