"Step","eval_ppo_run_20260304_115524 - force_error","eval_ppo_run_20260304_115524 - force_error__MIN","eval_ppo_run_20260304_115524 - force_error__MAX"
"48","0.38079219729458025","0.38079219729458025","0.38079219729458025"
"49","-0.4307664995574392","-0.4307664995574392","-0.4307664995574392"
"50","-1.493296527750842","-1.493296527750842","-1.493296527750842"
"51","-2.290064073998245","-2.290064073998245","-2.290064073998245"
"52","-2.309733781303149","-2.309733781303149","-2.309733781303149"
"53","-1.9747422987642427","-1.9747422987642427","-1.9747422987642427"
"54","-1.485290262173046","-1.485290262173046","-1.485290262173046"
"55","-0.9650747329404252","-0.9650747329404252","-0.9650747329404252"
"56","-0.18439211811899625","-0.18439211811899625","-0.18439211811899625"
"57","1.54899341248875","1.54899341248875","1.54899341248875"
"58","2.1353242696367616","2.1353242696367616","2.1353242696367616"
"59","1.8746683904105037","1.8746683904105037","1.8746683904105037"
"60","1.578302372800195","1.578302372800195","1.578302372800195"
"61","1.1699354292022939","1.1699354292022939","1.1699354292022939"
"62","0.7319773405530299","0.7319773405530299","0.7319773405530299"
"63","0.31794567837580345","0.31794567837580345","0.31794567837580345"
"64","0.11649404128413465","0.11649404128413465","0.11649404128413465"
"65","0.05071656667758084","0.05071656667758084","0.05071656667758084"
"66","0.015916379776905742","0.015916379776905742","0.015916379776905742"
"67","-0.06334374633950812","-0.06334374633950812","-0.06334374633950812"
"68","-0.2729383977226325","-0.2729383977226325","-0.2729383977226325"
"69","0.6164889218637839","0.6164889218637839","0.6164889218637839"
"70","2.015817830300062","2.015817830300062","2.015817830300062"
"71","1.449457910000337","1.449457910000337","1.449457910000337"
"72","0.7833372447900295","0.7833372447900295","0.7833372447900295"
"73","0.37455235021890054","0.37455235021890054","0.37455235021890054"
"74","-0.4293938401162185","-0.4293938401162185","-0.4293938401162185"
"75","-1.4914117661559345","-1.4914117661559345","-1.4914117661559345"
"76","-2.2890258305128866","-2.2890258305128866","-2.2890258305128866"
"77","-2.3025707551055206","-2.3025707551055206","-2.3025707551055206"
"78","-1.9725219509136505","-1.9725219509136505","-1.9725219509136505"
"79","-1.4867299638964377","-1.4867299638964377","-1.4867299638964377"
"80","-0.9676922889535788","-0.9676922889535788","-0.9676922889535788"
"81","-0.1851618249890521","-0.1851618249890521","-0.1851618249890521"
"82","1.5460776438133728","1.5460776438133728","1.5460776438133728"
"83","2.1298779654713105","2.1298779654713105","2.1298779654713105"
"84","1.868179913403175","1.868179913403175","1.868179913403175"
"85","1.573599502852975","1.573599502852975","1.573599502852975"
"86","1.1694075589798612","1.1694075589798612","1.1694075589798612"
"87","0.7306014965309355","0.7306014965309355","0.7306014965309355"
"88","0.3164502387495087","0.3164502387495087","0.3164502387495087"
"89","0.11412240493351788","0.11412240493351788","0.11412240493351788"
"90","0.04935009544409219","0.04935009544409219","0.04935009544409219"
"91","0.014928429576380964","0.014928429576380964","0.014928429576380964"
"92","-0.06440161054294968","-0.06440161054294968","-0.06440161054294968"
"93","-0.2740446126142819","-0.2740446126142819","-0.2740446126142819"
"94","0.6148752107421771","0.6148752107421771","0.6148752107421771"
"95","2.0185202136238214","2.0185202136238214","2.0185202136238214"
"96","1.453097533316706","1.453097533316706","1.453097533316706"
"97","0.784150805903634","0.784150805903634","0.784150805903634"
"98","0.3752704067904098","0.3752704067904098","0.3752704067904098"
"99","-0.42676219741909094","-0.42676219741909094","-0.42676219741909094"
"100","-1.4890958708551816","-1.4890958708551816","-1.4890958708551816"
"101","-2.287606874642707","-2.287606874642707","-2.287606874642707"
"102","-2.3014687370005538","-2.3014687370005538","-2.3014687370005538"
"103","-1.9727908476871132","-1.9727908476871132","-1.9727908476871132"
"104","-1.4879163176974286","-1.4879163176974286","-1.4879163176974286"
"105","-0.9690664127803874","-0.9690664127803874","-0.9690664127803874"
"106","-0.1874680051169877","-0.1874680051169877","-0.1874680051169877"
"107","1.543913965098021","1.543913965098021","1.543913965098021"
"108","2.1297060460904547","2.1297060460904547","2.1297060460904547"
"109","1.868035622684502","1.868035622684502","1.868035622684502"
"110","1.5734492469043104","1.5734492469043104","1.5734492469043104"
"111","1.1694697383946497","1.1694697383946497","1.1694697383946497"
"112","0.7301408577290474","0.7301408577290474","0.7301408577290474"
"113","0.31554338068412235","0.31554338068412235","0.31554338068412235"
"114","0.11252321317727265","0.11252321317727265","0.11252321317727265"
"115","0.047829999726213046","0.047829999726213046","0.047829999726213046"
"116","0.013507347221377586","0.013507347221377586","0.013507347221377586"
"117","-0.06564854876015502","-0.06564854876015502","-0.06564854876015502"
"118","-0.27499656892478797","-0.27499656892478797","-0.27499656892478797"
"119","0.6142021508772437","0.6142021508772437","0.6142021508772437"
"120","2.0195511565732023","2.0195511565732023","2.0195511565732023"
"121","1.4547700124307266","1.4547700124307266","1.4547700124307266"
"122","0.7848211596914005","0.7848211596914005","0.7848211596914005"
"123","0.3759064190826944","0.3759064190826944","0.3759064190826944"
"124","-0.4255377500800783","-0.4255377500800783","-0.4255377500800783"
"125","-1.4882923576896419","-1.4882923576896419","-1.4882923576896419"
"126","-2.2871262669991514","-2.2871262669991514","-2.2871262669991514"
"127","-2.3014408883307755","-2.3014408883307755","-2.3014408883307755"
"128","-1.973061160703768","-1.973061160703768","-1.973061160703768"
"129","-1.4883603638042127","-1.4883603638042127","-1.4883603638042127"
"130","-0.9695260571377347","-0.9695260571377347","-0.9695260571377347"
"131","-0.18855493257457212","-0.18855493257457212","-0.18855493257457212"
"132","1.543042424000081","1.543042424000081","1.543042424000081"
"133","2.1299435430440745","2.1299435430440745","2.1299435430440745"
"134","1.86830814947327","1.86830814947327","1.86830814947327"
"135","1.5736061544277575","1.5736061544277575","1.5736061544277575"
"136","1.1695231558377746","1.1695231558377746","1.1695231558377746"
"137","0.7299778670033046","0.7299778670033046","0.7299778670033046"
"138","0.3151839914272596","0.3151839914272596","0.3151839914272596"
"139","0.11189639961035525","0.11189639961035525","0.11189639961035525"
"140","0.04721488475101232","0.04721488475101232","0.04721488475101232"
"141","0.01293290929372759","0.01293290929372759","0.01293290929372759"
"142","-0.06614072626300782","-0.06614072626300782","-0.06614072626300782"
"143","-0.2753666217417834","-0.2753666217417834","-0.2753666217417834"
"144","0.614010804192711","0.614010804192711","0.614010804192711"
"145","2.0198342086977075","2.0198342086977075","2.0198342086977075"
"146","1.4552360314049047","1.4552360314049047","1.4552360314049047"
"147","0.784991639970908","0.784991639970908","0.784991639970908"
"148","0.37608466296494747","0.37608466296494747","0.37608466296494747"
"149","-0.4251840181753668","-0.4251840181753668","-0.4251840181753668"
"150","-1.4881154763428883","-1.4881154763428883","-1.4881154763428883"
"151","-2.2869992017254672","-2.2869992017254672","-2.2869992017254672"
"152","-2.3014809705843096","-2.3014809705843096","-2.3014809705843096"
"153","-1.9731561160952191","-1.9731561160952191","-1.9731561160952191"
"154","-1.4884822669960842","-1.4884822669960842","-1.4884822669960842"
"155","-0.9696498600908257","-0.9696498600908257","-0.9696498600908257"
"156","-0.18888974700103933","-0.18888974700103933","-0.18888974700103933"
"157","1.5427974599988143","1.5427974599988143","1.5427974599988143"
"158","2.1300414588058167","2.1300414588058167","2.1300414588058167"
"159","1.8683984503954907","1.8683984503954907","1.8683984503954907"
"160","1.5736488650527374","1.5736488650527374","1.5736488650527374"
"161","1.169531441746658","1.169531441746658","1.169531441746658"
"162","0.729916584236797","0.729916584236797","0.729916584236797"
"163","0.3150661859764572","0.3150661859764572","0.3150661859764572"
"164","0.11170090370974606","0.11170090370974606","0.11170090370974606"
"165","0.04703232696381221","0.04703232696381221","0.04703232696381221"
"166","0.01276843518579085","0.01276843518579085","0.01276843518579085"
"167","-0.06628095096291187","-0.06628095096291187","-0.06628095096291187"
"168","-0.2754758133231743","-0.2754758133231743","-0.2754758133231743"
"169","0.613972370419841","0.613972370419841","0.613972370419841"
"170","2.0198938378733615","2.0198938378733615","2.0198938378733615"
"171","1.4553221692608052","1.4553221692608052","1.4553221692608052"
"172","0.7849995145853779","0.7849995145853779","0.7849995145853779"
"173","0.3761045982297482","0.3761045982297482","0.3761045982297482"
"174","-0.42511098396073344","-0.42511098396073344","-0.42511098396073344"
"175","-1.488099745528098","-1.488099745528098","-1.488099745528098"
"176","-2.2869722954197487","-2.2869722954197487","-2.2869722954197487"
"177","-2.30149607077027","-2.30149607077027","-2.30149607077027"
"178","-1.973178660091584","-1.973178660091584","-1.973178660091584"
"179","-1.4885077519926586","-1.4885077519926586","-1.4885077519926586"
"180","-0.9696776211940028","-0.9696776211940028","-0.9696776211940028"
"181","-0.18897092516808467","-0.18897092516808467","-0.18897092516808467"
"182","1.5427441791594756","1.5427441791594756","1.5427441791594756"
"183","2.1300658252406333","2.1300658252406333","2.1300658252406333"
"184","1.8684109213500584","1.8684109213500584","1.8684109213500584"
"185","1.5736480304031364","1.5736480304031364","1.5736480304031364"
"186","1.169529504081103","1.169529504081103","1.169529504081103"
"187","0.7298945176697149","0.7298945176697149","0.7298945176697149"
"188","0.31503148365755074","0.31503148365755074","0.31503148365755074"
"189","0.11164712345258465","0.11164712345258465","0.11164712345258465"
"190","0.046988259674574095","0.046988259674574095","0.046988259674574095"
"191","0.012731538916893825","0.012731538916893825","0.012731538916893825"
"192","-0.06631257185642525","-0.06631257185642525","-0.06631257185642525"
"193","-0.27550284169701467","-0.27550284169701467","-0.27550284169701467"
"194","0.6139695428645595","0.6139695428645595","0.6139695428645595"
"195","2.019901877965218","2.019901877965218","2.019901877965218"
"196","1.4553249201455891","1.4553249201455891","1.4553249201455891"
"197","0.784983527902579","0.784983527902579","0.784983527902579"
"198","0.37609602370730144","0.37609602370730144","0.37609602370730144"
"199","-0.42510298782844735","-0.42510298782844735","-0.42510298782844735"
"200","-1.4881082522188906","-1.4881082522188906","-1.4881082522188906"
